question_id,tipo_questao,dataset,modelo,nivel_dificuldade,disciplina,tema,texto_questao,gabarito_oficial,resposta,correto,json_parse_ok,saida_bruta,timestamp_execucao
2012-08_64,OBJETIVA,J2,llama323b,medio,Direito Penal,Furto e Teoria da Consumação,"Jaime, conhecido pelos colegas como “Jaiminho mão de seda”, utilizando-se de sua destreza, consegue retirar a carteira do bolso traseiro da calça de Ricardo que, ao perceber a subtração, sai ao encalço do delinquente. Ocorre que, durante a perseguição, Ricardo acaba sendo atropelado, vindo a falecer em decorrência dos ferimentos.
Nesse sentido, com base nas informações apresentadas na hipótese, e a jurisprudência predominante dos tribunais superiores, assinale a afirmativa correta.",B,A,False,True,"{{""resposta_objetiva"": ""A""}",2026-03-31T01:45:23Z
2012-08_65,OBJETIVA,J2,llama323b,facil,Direito Penal,Recurso em Sentido Estrito,"Adão ofereceu uma queixa-crime contra Eva por crime de dano qualificado (art. 163, parágrafo único, IV). A queixa preenche todos os requisitos legais e foi oferecida antes do fim do prazo decadencial. Apesar disso, há a rejeição da inicial pelo juízo competente, que refere, equivocadamente, que a inicial é intempestiva, pois já teria transcorrido o prazo decadencial.
Nesse caso, assinale a afirmativa que indica o recurso cabível.",A,B,False,True,"{{""resposta_objetiva"": ""B""}",2026-03-31T01:45:24Z
2012-08_66,OBJETIVA,J2,llama323b,dificil,Direito Penal,Relaxamento de Prisão,"O deputado “M” é um famoso político do Estado “Y”, e tem grande influência no governo estadual, em virtude das posições que já ocupou, como a de Presidente da Assembleia Legislativa. Atualmente, exerce a função de Presidente da Comissão de Finanças e Contratos. Durante a reunião semestral com as empresas interessadas em participar das inúmeras contratações que a Câmara fará até o final do ano, o deputado “M” exigiu do presidente da empresa “Z” R$ 500.000,00 (quinhentos mil reais) para que esta pudesse participar da concorrência para a realização das obras na sede da Câmara dos Deputados.
O presidente da empresa “Z”, assustado com tal exigência, visto que sua empresa preenchia todos os requisitos legais para participar das obras, compareceu à Delegacia de Polícia e informou ao Delegado de Plantão o ocorrido, que o orientou a combinar a entrega da quantia para daqui a uma semana, oportunidade em que uma equipe de policiais estaria presente para efetuar a prisão em flagrante do deputado. No dia e hora aprazados para a entrega da quantia indevida, os policiais prenderam em flagrante o deputado “M” quando este conferia o valor entregue pelo presidente da empresa “Z”. Na qualidade de advogado contratado pelo Deputado, assinale a alternativa que indica a peça processual ou pretensão processual, exclusiva de advogado, cabível na hipótese acima.",C,B,False,True,"{{""resposta_objetiva"": ""B""}",2026-03-31T01:45:25Z
2012-08_67,OBJETIVA,J2,llama323b,facil,Direito Penal,Características do Inquérito Policial,"Um Delegado de Polícia determina a instauração de inquérito policial para apurar a prática do crime de receptação, supostamente praticado por José. Com relação ao Inquérito Policial, assinale a afirmativa que não constitui sua característica.",C,N/A,False,False,"{""Indispensável""",2026-03-31T01:45:26Z
2012-08_68,OBJETIVA,J2,llama323b,medio,Direito Penal,Competência Jurisdicional e Territorial,"Paulo reside na cidade “Y” e lá resolveu falsificar seu passaporte. Após a falsificação, pegou sua moto e viajou até a cidade “Z”, com o intuito de chegar ao Paraguai. Passou pela cidade “W” e pela cidade “K”, onde foi parado pela Polícia Militar. Paulo se identificou ao policial usando o documento falsificado e este, percebendo a fraude, encaminhou Paulo à delegacia. O Parquet denunciou Paulo pela prática do crime de uso de documento falso.
Assinale a afirmativa que indica o órgão competente para julgamento.",B,C,False,True,"{{""resposta_objetiva"": ""C""}",2026-03-31T01:45:27Z
2012-08_69,OBJETIVA,J2,llama323b,medio,Direito Penal,Procedimento em Plenário (2ª fase),"Pedro foi denunciado pela prática de homicídio triplamente qualificado. Como se trata de um crime doloso contra a vida, será julgado pelo Tribunal do Júri. O processo seguiu seu curso normal, tendo Pedro sido pronunciado.
Acerca da 2ª fase do procedimento, assinale a afirmativa que não corresponde à realidade.",D,B,False,True,"{{""resposta_objetiva"": ""B""}",2026-03-31T01:45:28Z
2012-08_70,OBJETIVA,J2,llama323b,medio,Direito do Trabalho,Depósitos e Saques,"Acerca do Fundo de Garantia por Tempo de Serviço (FGTS), assinale a afirmativa correta.",D,D,True,True,"{{""resposta_objetiva"": ""D""}",2026-03-31T01:45:29Z
2012-08_71,OBJETIVA,J2,llama323b,dificil,Direito do Trabalho,Estabilidade do Dirigente Sindical,"A respeito da estabilidade, assinale a afirmativa correta.",C,D,False,True,"{{""resposta_objetiva"": ""D""}",2026-03-31T01:45:30Z
2012-08_72,OBJETIVA,J2,llama323b,facil,Direito do Trabalho,Trabalhador Avulso,"Segundo expressa previsão em nossa ordem jurídica, assinale a afirmativa que indica o trabalhador que possui igualdade de direitos com os que têm vínculo empregatício permanente.",C,N/A,False,False,"{""C""",2026-03-31T01:45:31Z
2012-08_73,OBJETIVA,J2,llama323b,medio,Direito do Trabalho,Aviso Prévio Proporcional,"João, após completar 21 anos e dois meses de vínculo jurídico de emprego com a empresa EGEST ENGENHARIA, foi injustificadamente dispensado em 11/11/2011. No mesmo dia, seu colega de trabalho José, que contava com 25 anos completos de vínculo de emprego na mesma empresa, também foi surpreendido com a dispensa sem justo motivo, sendo certo que o ex-empregador nada pagou a título de parcelas resilitórias a ambos. Um mês após a rescisão contratual, João e José ajuízam reclamação trabalhista, postulando, dentre outras rubricas, o pagamento de aviso prévio.
À luz da Lei n. 12.506/2011, introduzida no ordenamento jurídico em 11/10/2011, que regula o pagamento do aviso prévio proporcional ao tempo se serviço, assinale a afirmativa correta.",B,D,False,True,"{{""resposta_objetiva"": ""D""}",2026-03-31T01:45:32Z
2012-08_74,OBJETIVA,J2,llama323b,medio,Direito do Trabalho,Data de pagamento do salário,"Um determinado empregador paga os salários dos seus empregados no primeiro dia útil do mês seguinte ao vencido. Encontrando-se em situação financeira delicada, pretende passar a honrar esta obrigação no 5º dia útil do mês subsequente ao vencido, como normalmente fazem os seus concorrentes.
A partir da hipótese apresentada, assinale a afirmativa correta.",B,A,False,True,"{{""resposta_objetiva"": ""A""}",2026-03-31T01:45:33Z
2012-08_75,OBJETIVA,J2,llama323b,medio,Direito do Trabalho,Invenção do Empregado,"Um cientista é contratado como empregado para trabalhar no setor de pesquisa de uma empresa, visando desenvolver atividade inventiva. Após três anos, com uso de equipamentos e insumos da empresa, o trabalhador inventa um novo maquinário, cuja patente é requerida e, em breve, introduzida no processo de produção, com previsão de alto lucro.
Na hipótese, caso nada tenha sido disposto a respeito, assinale a afirmativa correta.",B,B,True,True,"{{""resposta_objetiva"": ""B""}",2026-03-31T01:45:34Z
2012-08_76,OBJETIVA,J2,llama323b,facil,Direito do Trabalho,Representação em Audiência e Preposto,"A respeito do preposto no Processo do Trabalho, de acordo com a legislação, assinale a afirmativa correta.",C,N/A,False,False,"{""C""",2026-03-31T01:45:34Z
2012-08_77,OBJETIVA,J2,llama323b,facil,Direito do Trabalho,Conflito de Competência,"Se for instalado conflito de competência positivo entre dois juízes do Trabalho do Estado de Pernambuco, qual será o órgão competente para julgá-lo?",C,C,True,True,"{{""resposta_objetiva"": ""C""}",2026-03-31T01:45:35Z
2012-08_78,OBJETIVA,J2,llama323b,medio,Direito do Trabalho,Competência em Embargos à Execução por Carta Precatória,"Em 30/7/2008 foi efetuada a penhora de um veículo BMW, modelo X1, por meio de carta precatória executória. Depois de devolvida a carta, o executado Eliezer Filho, proprietário do veículo, opôs embargos à execução em 4/8/2008, dirigindo essa ação incidental ao juízo deprecante. Em seus embargos, alegando a existência de um grosseiro vício, o embargante apontou para a irregularidade na avaliação do bem, uma vez que constou do auto da constrição judicial sua avaliação em R$ 15.000,00, montante muito abaixo do valor de mercado.
Logo, por força do princípio da execução menos onerosa ao devedor, requereu a reavaliação do bem, sob pena de nulidade da execução.
Com base nesse caso concreto, é correto afirmar que o juiz deprecante",A,C,False,True,"{{""resposta_objetiva"": ""C""}",2026-03-31T01:45:36Z
2012-08_79,OBJETIVA,J2,llama323b,medio,Direito do Trabalho,Procedimento Sumaríssimo,"A respeito do procedimento sumaríssimo no processo do trabalho, assinale a afirmativa correta.",A,A,True,True,"{{""resposta_objetiva"": ""A""}",2026-03-31T01:45:38Z
2012-08_80,OBJETIVA,J2,llama323b,facil,Direito do Trabalho,Custas Processuais,"Em relação ao valor das custas no processo do trabalho, assinale a afirmativa correta.",C,C,True,True,"{{""resposta_objetiva"": ""C""}",2026-03-31T01:45:39Z
2012-09_1,OBJETIVA,J2,llama323b,facil,Ética Profissional,Cobrança de Honorários,"Um advogado é contratado por um empresário para atuar em causas na área empresarial, formalizando contrato escrito e emitindo fatura para pagamento dos honorários ajustados. A partir de determinado momento o empresário passou a não pagar os honorários ajustados.
Consoante as regras do Código de Ética, o advogado para buscar o recebimento dos honorários pactuados, deverá",D,D,True,True,"{{""resposta_objetiva"": ""D""}",2026-03-31T01:45:40Z
2012-09_2,OBJETIVA,J2,llama323b,facil,Ética Profissional,Atuação Simultânea como Advogado e Preposto,"O advogado Carlos é Presidente da empresa XYZ, com sede no Município Q. Em determinada data, a empresa é notificada para apresentar defesa em processo trabalhista ajuizado por antigo empregado da empresa. No dia da audiência designada, Carlos apresenta-se como preposto, vez que dirigente da empresa e advogado, por possuir habilitação profissional regular.
Observados tais fatos, de acordo com as normas do Regulamento Geral do Estatuto da Advocacia e da OAB, assinale a afirmativa correta.",C,C,True,True,"{{""resposta_objetiva"": ""C""}",2026-03-31T01:45:41Z
2012-09_4,OBJETIVA,J2,llama323b,facil,Ética Profissional,Funções Privativas de Advogado,"Laura, advogada na área empresarial, após concluir o mestrado em renomada instituição de ensino superior, é convidada para integrar a equipe de assessoria jurídica da empresa K S/A . No dia da entrevista final, é inquirida pelo Gerente Jurídico da empresa, bacharel em Direito, sem inscrição na Ordem dos Advogados do Brasil, apesar de o mesmo ter logrado êxito no Exame de Ordem.
Observado tal relato, consoante as normas do Regulamento Geral do Estatuto da Advocacia e da OAB, assinale a afirmativa correta.",B,B,True,True,"{{""resposta_objetiva"": ""B""}",2026-03-31T01:45:42Z
2012-09_5,OBJETIVA,J2,llama323b,medio,Ética Profissional,Requisitos para Inscrição de Advogado,"Sávio, aluno regularmente matriculado em Escola de Direito, obtém a sua graduação e, logo a seguir, aprovação no Exame de Ordem. Por força de movimento grevista na sua instituição, o diploma não pode ser expedido.
A respeito da inscrição no quadro de advogados, consoante as normas do Regulamento Geral do Estatuto da Advocacia e da OAB, assinale a afirmativa correta.",D,B,False,True,"{{""resposta_objetiva"": ""B""}",2026-03-31T01:45:43Z
2012-09_6,OBJETIVA,J2,llama323b,medio,Ética Profissional,Atos do Estagiário,"Marcio é estagiário de Direito regularmente inscrito na Ordem dos Advogados do Brasil e atua sob supervisão da advogada Helena. Atuando em determinado processo, a advogada substabelece ao estagiário os poderes que lhe foram conferidos pelo cliente.
A respeito do caso apresentado, consoante as normas do Regulamento Geral do Estatuto da Advocacia e da OAB, assinale a afirmativa correta.",B,B,True,True,"{{""resposta_objetiva"": ""B""}",2026-03-31T01:45:44Z
2012-09_7,OBJETIVA,J2,llama323b,facil,Ética Profissional,Conselhos Seccionais,"Assinale a afirmativa que indica como ocorrerá, em havendo necessidade, a criação de novos Conselhos Seccionais, de acordo com as normas do Regulamento Geral do Estatuto da Advocacia e da OAB.",D,D,True,True,"{{""resposta_objetiva"": ""D""}",2026-03-31T01:45:45Z
2012-09_8,OBJETIVA,J2,llama323b,medio,Ética Profissional,Cancelamento e Licença,"José da Silva, advogado renomado, é acometido por doença mental considerada pela unanimidade dos médicos como incurável, perdendo suas faculdades de discernimento e sendo considerado absolutamente incapaz por sentença judicial.
Nos termos das regras estatutárias, sua inscrição como advogado será",B,B,True,True,"{{""resposta_objetiva"": ""B""}",2026-03-31T01:45:46Z
2012-09_9,OBJETIVA,J2,llama323b,medio,Ética Profissional,Responsabilidade por Danos ao Cliente,"O advogado João, regularmente contratado para defender os interesses de José em Juízo, realiza a defesa regular em primeiro grau, mas não apresenta recurso de apelação contra sentença que julgou improcedente o pedido, mesmo havendo sólida fundamentação para modificar o decidido. O prejuízo causado ao cliente foi de R$ 10.000,00, parcialmente coberto por seguro realizado pela sociedade de advogados integrada por João.
Consoante as regras estatutárias, os prejuízos causados ao cliente acarretam a responsabilidade pessoal do sócio advogado de forma",B,C,False,True,"{{""resposta_objetiva"": ""C""}",2026-03-31T01:45:47Z
2012-09_10,OBJETIVA,J2,llama323b,medio,Ética Profissional,Exceção à infração por advogar contra literal disposição de lei,"O advogado Cândido, conhecido pelas soluções criativas para resolver os problemas dos seus clientes, aduz, como tese defensiva, em ação de despejo por falta de pagamento, que a norma que autoriza tal desocupação forçada seria inconstitucional, pois caberia ao Estado fornecer habitação gratuita ou a preços módicos aos necessitados e, em caso de impossibilidade financeira, custear a moradia, pagando ao locador os valores devidos, a título de aluguel social.
Essa defesa foi considerada como contrária à disposição de lei que determina, como consequência do não pagamento dos alugueres, o despejo por falta de pagamento. Em razão disso, foi proferida sentença determinando a desocupação do imóvel e condenando o cliente do advogado Cândido ao pagamento dos alugueres devidos, bem como as demais verbas decorrentes da sucumbência. Além disso, determinou o magistrado a expedição de ofício à Ordem dos Advogados do Brasil para abertura de processo disciplinar.
Consoante as regras do Estatuto da Advocacia, assinale a afirmativa correta.",B,B,True,True,"{{""resposta_objetiva"": ""B""}",2026-03-31T01:45:49Z
